No	CommentID	ReplyTo	Username	Recommend	Date	Comment
1	37222327		SimonWay	58	20 June 2014 6:55pm	Rubbish.
2	37222516	37222327	ZapataSD	113	20 June 2014 6:59pm	England will be lucky to get a point in this World Cup..
3	37222781	37222516	funkyginger	177	20 June 2014 7:05pm	we're shit, and we know are
4	37223029	37222516	Matias Barroca	6	20 June 2014 7:10pm	Aguante Roman!
5	37223281	37222781	SchraderBrau	39	20 June 2014 7:15pm	We're coming home we're coming home We're coming, footballs coming home.Give em a pat on the back when they're back. Poor didums the meanies didnt let us play with their ball. Just kept it and kept chasing after us for the brief moments while we had it. They have no manners on the continent(s) I mean really!
6	37223940	37223281	CityActuary	20	20 June 2014 7:28pm	we had pretty good possession stats mate.
7	37224320	37222327	Sandmaennchen	10	20 June 2014 7:37pm	At least we're spared the ignominy of failing to qualify due to not getting the needed result in the last game.
8	37229514	37222781	cornyguy	2	20 June 2014 10:00pm	On a stick
9	37229671	37222327	periwinkle27	9	20 June 2014 10:05pm	Oh for Sven Goran Eriksson and a quarter final or two.
10	37229755	37223940	Sechzig66	3	20 June 2014 10:08pm	So did Spain. Didn't do them much good either.
11	37230046	37222781	John Condor	17	20 June 2014 10:17pm	I thought England played two great matches - I really enjoyed them and I thought England played much more attractive football than usual... two of the best matches of this tournament so far... (and I'm not an England supporter)
12	37230639	37222327	korblimey	2	20 June 2014 10:34pm	You mean wubbish, surely?
13	37231524	37222781	whenthelightsgoout	0	20 June 2014 10:59pm	Six days ago you didn't know it.
14	37232383	37222327	fulhamfan	2	20 June 2014 11:25pm	Here's the good news....if Scotland votes for independence - then England, Wales and Northern Ireland could/should combine forces and play under a [new] British flag. When I was a kid in the 50's/60's, playing for England was the absolute Pinnacle of achievement. Then along came the real money and the new media and the EPL. Now your club is what it's all about, unless your national team happens to be winning. London is a global city, English is the global language...somehow the concept of Englishness takes a back seat, even beyond London.The FA needs to foster, grow and nurture a national football identity...but I don't think it's got the brains or the balls.
15	37238294	37222327	TMGSpurs	1	21 June 2014 6:38am	Surely the World Cup will be better without England. Lots of spirit but where is the technique and ball control?????? I was impressed by Sturridge and Baines (often wanted to play quickly buy was not given options by other players)
16	37239794	37222781	Worriedmind	0	21 June 2014 8:03am	My only wish is to see England win the World Cup in my life time .I know time is running out for me but I live in HOPE!
17	37222331		Prince1407	150	20 June 2014 6:55pm	Lol ....
18	37222531	37222331	funkyginger	24	20 June 2014 6:59pm	rofl
19	37222561	37222331	Capleton	42	20 June 2014 7:00pm	I blame the shrink,the water sprayers,and of course Balotelli.In that order.
20	37222608	37222331	unaszplodrmann	67	20 June 2014 7:01pm	Mhm. I wonder how much the Costa Rican plays are paid.
