No	CommentID	ReplyTo	Username	Recommend	Date	Comment
1	37723145		borris14	42	03 July 2014 11:21am	Older workers will generally have lower housing costs as their mortgage will have been paid off. Therefore there is less incentive and need to earn more. They won't feel worse off at all, probably far from it. And as the article rightly says, many will be thinking about retiring.
2	37723933	37723145	ridcully24	36	03 July 2014 11:39am	I definitely feel worse off and I am. Started work in late 70s, have secured appropriate qualifications -even invested in some more this year. I think of retiring and know I never will. Got mortgage in 2006, (post grad and appropriate qualifications for two sectors) and provide home for self and two students. I have applied for hundreds of jobs with necessary experience and qualifications to match, or more usually exceed stated requirements. Thanks to linkedin, I get to see how they prefer younger people for the roles. I have struggled for jobs in a number of recessions as primarily worked in the privater sector but this the worst.  I am earning less now than I did in 1990 and will be hoping for a step up by queuing at one of Aldi's infamous open day's for new staff this Saturday.
3	37723950	37723145	nondescrpt	30	03 July 2014 11:40am	<blockquote>  Therefore there is less incentive and need to earn more. </blockquote>  Therefore they 'choose' not to be richer? I suspect for most of them choice doesn't enter into it.
4	37724166	37723950	TRT1968	7	03 July 2014 11:44am	Used to have to get up at midnight, half an hour before we went to bed... etc
5	37724295	37723950	LouiseHR	10	03 July 2014 11:47am	Exactly. Because, believe me, given the choice I'd be working more and earning more. The fact my mortgage is paid off has allowed me to continue in my home, though it's a struggle and we may have to sell.
6	37724891	37723145	Katesdad0	14	03 July 2014 12:00pm	"Therefore there is less incentive and need to earn more." Bit of a sweeping generalisation. Many of us still have the costs of adult kids living at home, or are using retirement savings to help them find a place of their own. Not all older workers own, those that rent have seen rents increase while wages have at best stagnated. Of those that do own, many have seen their wages eaten up by inflation and low/no wage increases. None of this is new to anyone, all of us, young and old are in the same boat, stagnant wages and increasing living costs. Stop polarising.
7	37725825	37724891	borris14	7	03 July 2014 12:20pm	<blockquote>  Stop polarising </blockquote>  There is more to the cost of living than simply wages, as discussed in the recent JRF articles. Housing costs are a crucial factor. The article implies that older people are worse off because they earn less. I'm simply saying that because their housing costs will generally be lower than a younger person buying today then they are probably not worse off at all when you factor this in. Most people just want a comfortable standard of living, and are not driven by a desire to get rich. If you have no housing costs and commuting costs then you could probably live quite comfortably on £1000 a month.
8	37725861	37723145	baggins45	13	03 July 2014 12:21pm	A beautifully panglossian view of poverty. the poor choose to be poor
9	37726041	37723950	CaptCrash	6	03 July 2014 12:25pm	I accept that low wage earners may not "choose" to be rich, but if everyone chose to be rich, by not spending as much as they earned, the economy would actually grind to a halt.
10	37726658	37723145	thriftynot	9	03 July 2014 12:38pm	Says someone who must only understand public sector pension entitlements. Of course if your in your late fifties you can sit back and wait until your lifetime savings have been stolen and your annuity is worth less than you put in. But hey who needs over £8k a year if your over sixty, with no mortgage.You patronising............!
