No	CommentID	ReplyTo	Username	Recommend	Date	Comment
1	38240015		Boston2014	91	16 July 2014 5:24pm	Scott Brown has no shame. He moves from state to state in the hopes of being elected again to further his career as a politician. He doesn't care who or what he represents, the only thing that matters to him is having a big cushy job on the tax payers dime.
2	38241563	38240015	aleatico	19	16 July 2014 6:19pm	Sounds like Hillary.
3	38241591	38240015	Cooper2345	10	16 July 2014 6:20pm	Wait, are you describing Hillary Clinton?
4	38241760	38240015	beathoven	37	16 July 2014 6:27pm	And claims to be a "fiscal conservative" but actually wants to give lots of money to the welfare kings in Big Oil, Big Ag and weaponry, like his GOP pals.
5	38242426	38241591	Longhaultrucker	56	16 July 2014 6:48pm	Here's a list of states where Hillary Clinton has run for elected office:New York State.erThat's it. Her husband was governor of Arkansas, sure, and she's been Secretary of State and ran for president. But I don't think she's held state-level office anywhere else. I accept, however, that you just wanted to have a pop at Hillary Clinton regardless of accuracy.
6	38243211	38240015	ArkEton	2	16 July 2014 7:22pm	<blockquote>  Scott Brown has no shame. He moves from state to state in the hopes of being elected again to further his career as a politician. He doesn't care who or what he represents, the only thing that matters to him is having a big cushy job on the tax payers dime. </blockquote>  Such oddly focused anger. Replace the first words of your rant with "Politicians have", and your comment will begin to carry some weight.
7	38243510	38242426	aleatico	3	16 July 2014 7:34pm	Hillary moved once to run for public office, to New York. Scott grew up in Massachusetts, went to Tufts (in Massachusetts) for undergraduate, and got a JD from Boston College (in Massachusetts), before holding public office in (you guessed it) Massachusetts. In other words, Brown has moved just once (to New Hampshire) to run for public office. Which puts him in the same class as Hillary (though a good proportion of New Hampshire actually works in Massachusetts). I think the real inaccuracy lies with Boston2014 when he said Scott moved from state to state to pursue office.
8	38243972	38243510	aleatico	0	16 July 2014 7:50pm	Actually, I should have said that Boston2014 said that Scott "moves from state to state" -- which is a use of the habitual present, describing a repeated action over time. There was no repeated moving to another state in pursuit of public office.
9	38244717	38241563	Zepp	17	16 July 2014 8:15pm	Wave your arms! Shout "Whatabout!"  If criticism of your opportunistic carpetbagger makes you uncomfortable, maybe you need a new hobby lobby...
10	38245306	38243510	Longhaultrucker	5	16 July 2014 8:35pm	I wasn't worked up about the Brown point. I was just pointing out that Hillary Clinton, while she held a cabinet office in Arkansas, has sought elected office in only one state.
11	38245849	38241563	proton58	4	16 July 2014 8:53pm	No, just describing another right wing asshole.
12	38246359	38244717	aleatico	1	16 July 2014 9:10pm	I'm a member of the New Whig Party, which hasn't endorsed either the carpetbagger Hillary or the carpetbagger Brown. Don't imagine they, or I, ever will.
13	38246391	38245306	aleatico	1	16 July 2014 9:11pm	You've roused my curiosity. What cabinet level position did she hold in Arkansas?
14	38249799	38243510	bushwhacked	3	16 July 2014 11:24pm	<blockquote>  Scott grew up in Massachusetts, went to Tufts (in Massachusetts) for undergraduate, and got a JD from Boston College (in Massachusetts), before holding public office in (you guessed it) Massachusetts.  In other words, Brown has moved just once (to New Hampshire) to run for public office.  </blockquote>  You carefully avoided mentioning that Scott Brown was born in New Hampshire.
15	38250214	38249799	aleatico	0	16 July 2014 11:42pm	I omitted that, despite the fact that it undermines the claim that he's just a carpetbagger (somewhat) for the simple fact that it isn't true. He was born in Kittery, Maine, across the Piscataqua River from Portsmouth, New Hampshire. The source of confusion is the fact that he was born at the Portsmouth Naval Shipyard, which is in Kittery, Maine, rather than Portsmouth, New Hampshire. His parents divorced when he was less than a year old, and he and his single mom moved in with relatives in Wakefield, Massachusetts, where he eventually graduated from high school.
16	38250346	38241760	Anthony Irwin	6	16 July 2014 11:47pm	Most of them aren't fiscally conservative. They just route money toward their campaign funders. Since single mom's, elderly, unemployed, poor, suffering from illness and so on, don't fund their campaigns, they first shame them for political brownie points, and then they want to divert any help going to them toward their military/police/prison/oil/toxic waste/banking campaign funders. Democrats do this too, but to a lesser degree. They at least don't pretend to be fiscally conservative.
17	38251040	38241563	Adam Baum	5	17 July 2014 12:21am	At least she wants to help THE PEOPLE.
18	38251252	38251040	aleatico	1	17 July 2014 12:31am	Especially the "dead broke" ones, like her.
19	38251720	38240015	Bob Chuey	4	17 July 2014 12:58am	Republicans desperate efforts to take over leadership of the US are becoming more and more underhanded. The referendum on splitting the state of California into six states is just another effort to garner control of the congress. Shame on the all the gerrymandering they have done throughout the country to undermine the electoral process. Always with the underhanded, disingenuous tactics because their agenda has become so radicalized.
20	38252321	38251720	aleatico	0	17 July 2014 1:35am	The Six Californias Proposal, which will never be brought into being, is the brainchild of a venture capitalist who has donated to both parties and candidates in both parties. I'm not aware that the Republican Party has a position on the matter. I do find it humorous that Dems, who loved gerrymandering when they did it, suddenly find that it undermines electoral politics when the Republicans do it.
21	38273956	38241591	peakchoicedotorg	0	17 July 2014 1:20pm	Maybe they could run together.
