No	CommentID	ReplyTo	Username	Recommend	Date	Comment
1	38332540		HappyValley	40	18 July 2014 7:51pm	<blockquote>  £1bn construction programme </blockquote> No it isn't. That is the sales value. The construction cost will be around half of that sum.
2	38334372	38332540	CaptCrash	22	18 July 2014 9:02pm	Usual rule of thumb, 33 PC on land, 33 PC on construction, 33 PC profit
3	38347985	38334372	robm2001	0	19 July 2014 10:34am	There might also be a percentage in new build house cost for social housing / local improvements. All adding into House inflation - where a new build have this extra cost - and an older similar property demanding the same price.
4	38364280	38334372	StockBet	2	19 July 2014 8:10pm	Home building is a much more lucrative industry than food right now. Good move.
5	38332561		JeffersonAirplane	112	18 July 2014 7:52pm	I think we guarantee these places will be typical new builds which will mean no driveway, small, cramped roads and a postage stamp sized back garden.
6	38332843	38332561	TheRunawayFound	50	18 July 2014 8:02pm	And if they built them with spacious rooms, driveways, and large gardens you'd complain about the prices.
7	38332943	38332561	beadster	45	18 July 2014 8:05pm	Have you seen house prices lately? They need to be affordable apartments with shared gardens able to house much more than the typical English style home does.
8	38332982	38332561	Maggie Ernest	11	18 July 2014 8:07pm	Might get some club card points though
9	38333250	38332561	vikingbones	8	18 July 2014 8:17pm	Buy one get one half price or buy one get a free garage.
10	38333317	38332561	ThornburyBoy	11	18 July 2014 8:20pm	That'll be the saver range but perhaps there will be some Tesco Finest for the more discerning. Alternatively, why not wait for the Waitrose or M&S offering.
11	38333418	38332943	kimdriver	23	18 July 2014 8:24pm	They'll need to be the sort of homes that people in the area want. Other than that, I agree totally. I live in London, no personal garden (just a patio which was a 42 centigrade death trap today) but with a public garden to which I have access (via an increased council tax). It wouldn't work well for a keen gardener, who would take pleasure from planning and growing things. But it works really well. Meet the neighbours. And we also have a few BBQs per year. Costs about me £80 per annum. And is managed by residents.
12	38333852	38332561	themuse	15	18 July 2014 8:41pm	Oh for goodness sake you sound like my father, expecting the worse even before they have put a spade to the ground works. At least they are taking a step in the right direction. You are damned if you do and damned if you don't in this country, to the point where I am sure there are a good many people who just ask themselves, why bother!
13	38333927	38332943	JeffersonAirplane	0	18 July 2014 8:44pm	If that is true, I weep for the potential new owners.
14	38334006	38332843	JeffersonAirplane	23	18 July 2014 8:47pm	Absolutely not, kind sir. I grew up in an ex council house so appreciate large rooms, having a drive way and a good garden. The house prices will be set by the market, my gripe is that housing in this country is getting smaller and smaller. If people want to live in hobbit homes, that's their business.
15	38334045	38333852	JeffersonAirplane	17	18 July 2014 8:49pm	Tesco aren't doing this for altruistic reasons, they're doing it because their business model is starting to wobble as people's spending habits and preference of supermarket are changing.  My complaint is general one: housing in this country is getting smaller, we should be like the Dutch!
16	38334107	38333418	JeffersonAirplane	9	18 July 2014 8:52pm	My last house had a 100 ft back garden and a 70 ft front one, years from now when I am sitting in my old rocking chair with my grandson Little Jeffy and I tell him that, he will have trouble believing it.
17	38335069	38334045	themuse	6	18 July 2014 9:30pm	<blockquote>  they're doing it because their business model is starting to wobble as people's spending habits and preference of supermarket are changing. </blockquote>  Be that as it may, it's probably a lot to do with boosting their bottom line as well, but at least they are going the right way about doing it, because it will help with the lack of housing in this country, so regardless of their reasons I for one will look at the positive side of it, until I hear they have altered their minds about it.  As for the size of houses, I agree with you completely, but even a small yard can become a beautiful outdoor space with a little imagination and research, after all most veggies can be grown in pots now and I think they look lovely as they are growing.  On the other hand having communal spaces may just help to get that feeling of community back as everyone within the area without their own outdoor spaces congregate on them.  As a country we need to learn to look at the good in something (where possible) instead of just focusing on the bad.
18	38335391	38332561	aliasatyl	8	18 July 2014 9:45pm	What's the bet that a Tescos 'local' will be the only shop allowed in the vicinity.
19	38336055	38334006	bromley	17	18 July 2014 10:14pm	Rooms getting smaller is a problem. It should be a legal requirement that housing particulars include the price per sq metre. A lack of gardens and parking spaces isn't a problem in urban areas. In inner London boroughs car ownership is often less than 50% as you rarely need one.
20	38336560	38334107	K2zep63	1	18 July 2014 10:36pm	Sadly I have trouble believing that now or alternatively I'm a tad envious.
21	38337137	38332561	Wonkothesane76	2	18 July 2014 11:01pm	Yes, they should just keep the land undeveloped as so many of us were complaining about a week ago. That would be far more preferable.
22	38337667	38333418	beadster	5	18 July 2014 11:22pm	Your garden sounds great. It makes sense as the local residents who take a keen interest in gardening can indulge and get a bit of cash off the council (???) and those that would normally have a backyard of overgrown weeds still get to enjoy a well kept outdoor space. I know what you mean but I'm sure that everyone in the area wants a 4 bedroom house with a half acre garden but with the crazy prices in the SE, this isn't possible anymore. There seems to be a serious gap in the affordable range of housing. Thanks to 1970's council flats, British people seem to be scarred mentally when it comes to apartments. I'm not suggesting they build high-rises but a development with affordable apartments for young people wanting to buy a place seems to be well needed right about now.
23	38337732	38333927	beadster	1	18 July 2014 11:25pm	I agree that people should get to live in large spacious places but unless the price of property in the UK - especially the SE - is literally halved, I don;t see any alternative.
24	38338974	38332943	Lawabider	3	19 July 2014 12:24am	Apartments == overcrowded streets.
25	38340157	38338974	beadster	6	19 July 2014 1:36am	Apartments = bustling, thriving high streets.
26	38340819	38332943	FridayWaits	2	19 July 2014 2:36am	<blockquote>  They need to be affordable apartments with shared gardens able to house much more than the typical English style home does. </blockquote>  So much for this green and pleasant land.  Most back yard developments I see these days mean populated areas are moving more towards the slums of Mumbai than anything else. Mutually assured squalor.
27	38343683	38333852	silverthread	2	19 July 2014 7:49am	Tesco taking a step in the right direction? No, they know their stores are no longer wanted, and it is an opportunity to make a lot of money. Soon other stores will follow. Large out of town shopping will get less and less popular because of internet shopping and high fuel prices. I always shop on line for most things. I may have a walk into town occasionally, but more to buy fresh produce on the market or meet friends for coffee or lunch.
28	38343808	38343683	haras99	1	19 July 2014 7:58am	and they had stock piled land!! Who is defending Tesco? I wonder if the fact they stockpiled land (for how long?) impacted in any way on the fact there was less land for other people to build new houses, fuelling the housing crisis and therefore forcing prices up? Tesco = the evil empire..
29	38346290	38335069	aquagreen	2	19 July 2014 9:45am	<blockquote>  As a country we need to learn to look at the good in something (where possible) instead of just focusing on the bad </blockquote>  Even better if if the bad is eliminated, isn't it?  Britain has the smallest houses in Europe, and shrinking. Many homes are build on the principle "minimum spending, maximum profit". As a result the end product is often sloppy, insufficient or even inadequate. Many new builds simply are made just to meet the minimum legal requirements. No ambition there from developers whatsoever. No ambitious insulation, just the bare minimum. Bathrooms and kitchens are minimally tiled or not at all sometimes. Adequate storage space is a rarity especially in apartments. 2nd and 3rd bedrooms provide just enough space to spread your arms. I could go on for ages but the conclusion is that the only ambition from developers is maximum profit , and this is  <blockquote>  standard practice </blockquote>.The final price is a "bargain" but the real joy comes when you realize how "great" leasehold tenure is if a flat is what you could afford :)  By all means, do carry on feeling positive about Tesco's initiative. I'm sure they're not the greedy type. Any home is better than nothing, even a cave. After all, living under a bridge is preferable to living under nothing, right? Let's just lighten up and... be positive! There is so much to be positive about the British housing of today! :S Give me a break.
30	38353981	38337137	JeffersonAirplane	0	19 July 2014 1:45pm	I don't want greenbelt land to be built on and I don't know anyone that wants to concrete over the countryside.  How can anyone claim to care about the environment if they want to do away with the green bits of this country and see the quality of life for the majority of people plummet. Let's keep the greenbelt.
31	38354039	38336560	JeffersonAirplane	0	19 July 2014 1:48pm	Suffice to say the house was not in London and was in an unfashionable part of the home counties
32	38371031	38335069	neiallswheel	1	20 July 2014 12:47am	Let's not forget they're selling the land at the peak of this housing bubble. That means they're maximizing profit  Hardly altruistic. Unless you've heard any news of Donations to community build projects?
33	38373747	38353981	Wonkothesane76	1	20 July 2014 4:23am	Do you know how many homes will be built on greenbelt? The only site mentioned in the article, Welwyn Garden City, is a disused factory. Ugly wasteland. Do you have a problem with building much needed homes there?
34	38379392	38346290	themuse	0	20 July 2014 10:18am	If people want larger houses then why do they keep buying smaller ones? If they want more storage why buy houses/apartments without any. Everyone will continue to be greedy with profits and lazy with workmanship while ever someone is willing to pay the price.  People who are hell bent on owning a property need to ask themselves what is more important owning any property no matter how much it doesn't match their needs, or holding out to get the right property for them.   <blockquote>  Let's just lighten up and... be positive! </blockquote> How about we starting "putting money where our mouths are" as the old saying goes and stand up for what we want instead of accepting everything that is thrown at us and then having a bloody good whine about it. If Tesco build shitty shoe boxes, instead of people flocking to buy them so they can get on the "oh so brilliant property ladder" they should turn their backs on them, doubt it will happen though.....
35	38380716	38379392	aquagreen	0	20 July 2014 11:01am	<blockquote>  If people want larger houses then why do they keep buying smaller ones? </blockquote>  Because that's all they can afford.  <blockquote>  If they want more storage why buy houses/apartments without any </blockquote>  Same reason. See above.  <blockquote>  and stand up for what we want instead of accepting everything that is thrown at us and then having a bloody good whine about it. </blockquote>  For many people the only choice they have is a small, inadequate flat or not owning at all. Considering prices in London, some would need 2-3 lives in order to be able to save for a family home.  <blockquote>  people flocking to buy them so they can get on the "oh so brilliant property ladder" </blockquote>  Owning your own place is a basic human instinct; it provides a deep sense of belonging that contrubutes significantly to people's well-being. What you're suggesting is "keep saving and wait till you can buy what you want and stop moaning". Basically for many in London that would mean to save until retirement and only then if they're lucky. Some people on minimum income wouldn't be able to buy a decent home no matter how long they'd save.  As you can see, there are genuine reasons for a "a bloody good whine about it".
36	38381716	38380716	themuse	0	20 July 2014 11:33am	<blockquote>  Owning your own place is a basic human instinct; </blockquote> what a silly comment that is. I know many people, myself included who have never had any instinct to 'own' our own place............   <blockquote>  Basically for many in London that would mean to save until retirement and only then if they're lucky. Some people on minimum income wouldn't be able to buy a decent home no matter how long they'd save. </blockquote>  Not just in London but other parts of the UK as well. I rest my case that until we as a nation make a stand and stop buying things that don't meet our requirements, just because we "must have them" nothing will change.
37	38386391	38381716	aquagreen	0	20 July 2014 2:37pm	<blockquote>  what a silly comment </blockquote>  No, silly is to deny human territoriality by saying that you "and many people who you know" don't want to own their home.
38	38386627	38373747	JeffersonAirplane	0	20 July 2014 2:48pm	As long as it's not greenbelt and as long the housing is of a decent size then I'm cool with it.
39	38398245	38386391	themuse	0	20 July 2014 10:00pm	I'm sorry you have completely lost me now, you are talking utter nonsense, Saying it's a basic human instinct to own your own house, then adding it is silly to deny human territoriality, Next you will be claiming it is normal human behaviour to go out and mark our territory!
40	38399576	38398245	aquagreen	0	20 July 2014 10:49pm	<blockquote>  Next you will be claiming it is normal human behaviour to go out and mark our territory! </blockquote>  Indeed, humans do mark their territory, most often using walls and fences (you might have seen them around). One reason they're used for is to specify where one's land begins and where it ends.   <blockquote>  you are talking utter nonsense </blockquote>  Well, if you live on planet Mars where walls and fences haven't been reported to exist, I can see why you'd be confused. Bless ya!
41	38332631		Andrew Maclean	8	18 July 2014 7:54pm	Every little helps
42	38335087	38332631	aliasatyl	28	18 July 2014 9:31pm	Them get richer!
43	38332705		TheseStonesIThrow	8	18 July 2014 7:57pm	Every little house helps
44	38333120	38332705	rockyrex	3	18 July 2014 8:12pm	Every little house on the prairie helps
45	38343015	38332705	Deebles	3	19 July 2014 6:56am	Until you can start building hotels on high value spaces like Mayfair, anyway.
46	38332886		reformedoffender	4	18 July 2014 8:03pm	Well it won't solve the housing crisis. But I suppose every little helps...
47	38333737	38332886	Worried9876	48	18 July 2014 8:37pm	Housing crisis will always exist if Labour allows open door policy and please don't anyone tell me it doesn't affect the housing needs.
48	38337256	38333737	Wonkothesane76	42	18 July 2014 11:06pm	Or if private companies (especially the house builders) continue to sit on the land and not develop it. The increasing housing needs could be comfortably met, but these companies have a financial interest in keeping supply tight, and of course politicians are more interested in the corporate wellbeing than the citizen's. To make sure you don't blame them they've spun some narrative that it's that nasty old foreigner coming over here and you've fallen for it. If there was the political will this could be solved.
