No	CommentID	ReplyTo	Username	Recommend	Date	Comment
1	37777296		Tenthred	144	04 July 2014 4:04pm	If the aircraft carrier shows why Scotland needs to be part of a unitary UK state, you'll need to remind me of the precise significance of the Eurofighter Typhoon in the context of EU integration.
2	37777679	37777296	RabbitLeader	130	04 July 2014 4:16pm	Because developing advanced fighter aircraft is hugely more expensive than building a ship. If Scotland chooses independence, Scottish taxpayers are perfectly welcome to build their own ships at Rosyth to maintain jobs.....but don't expect UK to continue supporting jobs in an independent Scotland whilst Salmond proposes to steal jobs from the North of England with cuts in corporation tax and punish UK students studying in Scotland.
3	37777779	37777296	davser	35	04 July 2014 4:19pm	Exactly.
4	37777808	37777679	TommyG50	32	04 July 2014 4:20pm	You should know by now these contracts go to the Best Bid and the best quality Build .
5	37777885	37777808	RabbitLeader	23	04 July 2014 4:22pm	No they don't!
6	37778062	37777808	RabbitLeader	37	04 July 2014 4:27pm	No they don't. BAE owns shipyards in Scotland and Portsmouth.....those contracts won by BAE could have been allocated to Portsmouth 100% and no doubt BAE won those contracts because the ships would be built in the UK. The only difference in future is that future Royal Navy ships will be built at Portsmouth should Scotland vote for independence. If you believe Salmond, there are no negative consequences for voting for independence. Yup, no lies there!
7	37778229	37778062	Tenthred	45	04 July 2014 4:32pm	So incredibly expensive, by the time anyone even thinks of a project that size again I just don't think there will be any question of a single European state attempting it other than in collaboration if at all. The days of the Big National Statement are over, and they seem to have ended in rather a muddle.
8	37779183	37777679	EpicNinjaCowboy	42	04 July 2014 5:02pm	<blockquote>  whilst Salmond proposes to steal jobs from the North of England with cuts in corporation tax </blockquote>  Baffling. It's perfectly legitimate to set your own corporation tax if you're a sovereign state. rUK has the ability to match or beat it if they deem fit. This kind of complaining can be done to your elected representative who can take your wishes to anachronistic Westminster to sort out.  It's not for your hypothetical neighbouring nation to disadvantage themselves for the betterment of your economy. This is an argument that I've heard time and time again against iScotland, one that I agree with and one that works both ways.
9	37779330	37777808	Idi_Amin	31	04 July 2014 5:07pm	"It's a very sobering feeling to be up in space and realize that one's safety factor was determined by the lowest bidder on a government contract." Alan Shepard
10	37779387	37778062	NYorkie	18	04 July 2014 5:09pm	BAE owns shipyards in Scotland and Portsmouth.....those contracts won by BAE could have been allocated to Portsmouth  Indeed they could so the question is why under the Union, they weren't? You are right to suggest that future ships could be built in Portsmouth but there is an associated premium and disruption for so doing.  That may of course be politically acceptable / desirable.
11	37779591	37777679	NYorkie	8	04 July 2014 5:17pm	Because developing advanced fighter aircraft is hugely more expensive than building a ship Its not just development costs, production costs and through life costs that impact upon the decision. Economies of scale suggest you get cheaper aircraft, including through life support costs by building more of them and you can only do that by equipping multinational air-forces. Euro-fighter is likely to be the last combat aircraft developed and manufactured solely in Western Europe - numbers purchased/ planned have already been cut BAE SYSTEMS has been re jigging it's business for the last 20 + years given the inevitable demise/ reduction in business significance of military airframe development and manufacture.
12	37779598	37777679	Bulington	49	04 July 2014 5:17pm	<blockquote>  Scottish taxpayers are perfectly welcome to build their own ships at Rosyth to maintain jobs </blockquote>  There are no more MOD contract ships being built in the forseeable future other than what is already being built.So what do you think will happen to those jobs currently at Rosyth? Westminster will keep them going until September the 19th with false promise of more defence contracts then they will be made redundant, yes or no. The union has nothing more to offer Scotland except poverty and unemployment.
13	37779770	37779183	RabbitLeader	12	04 July 2014 5:25pm	What is baffling is Salmond making outrageous claims to revitalising the Scottish economy based on lower corporation tax that would not invite a retaliatory cut in tax from the UK...... Don't you think under this scenario, this can only be damaging? One might also infer that Holyrood is anachronistic. It only has yes committees for scrutineering the Scottish government.
14	37779789	37777808	Rudeboy1	6	04 July 2014 5:25pm	Not contracts for warships....under EU procurement rules warships are exempt. If we wanted the best price we could buy Arleigh Burkes from the US.
15	37779941	37779770	HulloHulot	28	04 July 2014 5:31pm	<blockquote>  What is baffling is Salmond making outrageous claims to revitalising the Scottish economy based on lower corporation tax that would not invite a retaliatory cut in tax from the UK...... </blockquote>  You mean like the retaliatory corporation tax cut the UK implemented when Ireland went to 12.5%? The one which didn't happen?
16	37780005	37779598	TheGreatRonRafferty	51	04 July 2014 5:34pm	Strange that people are getting all pompous about building two aircraft carriers, when this government has placed an order for FOUR large ships for the RFA in South Korea. Presumably South Korea is part of the rUK, so it's OK to support THEIR shipyards, but not the ones up the road? Bizarre.
17	37780037	37779598	Rudeboy1	12	04 July 2014 5:36pm	Apart from the Type 26 Frigate Programme of 13 vessels.....the POW also has to be finished. If the independence referendum returns a no vote Rosyth will go from QNLZ and POW build to the T26 programme. There has to be substantial investment in the yard, but it is entirely dependent on the referendum outcome. I don't mind either way if Scotland votes yes or no, but for Rosyth the outcome is clear as day. A No vote means closure after POW is completed, a Yes votes means a future beyond that.
18	37780071	37780005	Rudeboy1	9	04 July 2014 5:38pm	No UK yards bid believe it or not, which was a tragedy. As RFA ships as well if we'd wanted to we could have slapped some guns on them, designated them as warships instead of auxiliaries, and made them exempt from EU procurement rules as well (which is what everyone else does). It's likely that the next batch of RFA MARS ships will be on order for them as well, unless someone makes a bid.
19	37780133	37779387	Rudeboy1	7	04 July 2014 5:41pm	BAe and HMG have been entirely clear on this, that in the event of a Yes vote that is what the outcome will definitely be. It's probably the clearest issue in the independence debate. The SNP position that the UK would continue to build them in Rosyth is nonsense as a large government investment is needed in the yard for the T26 programme.
20	37780188	37780005	Bangorstu	6	04 July 2014 5:44pm	Whereas I agree those ships should have been built here, they're not warships, nor are they part of the Royal Navy. So a bit of a red herring.
21	37780277	37780071	TheGreatRonRafferty	13	04 July 2014 5:47pm	Yes, all that info is available, and I read it. However, the principle appears to be that warships - and the RFAs ARE warships by any sensible definition - will be built in the UK. Now, like spolit kids, we're suggesting that warships can be built in Korea, but can't be built in the UK! The "no-bidder" from the UK is of course bollocks. How else do we get warships built only in the UK? The politicians are tying themselves in knots (npi).
