No	CommentID	ReplyTo	Username	Recommend	Date	Comment
1	37858764		lindalusardi	49	07 July 2014 9:50am	what about having a word with them about ticket prices aswell?
2	37859086	37858764	Cynic24	110	07 July 2014 9:59am	That would be fairly pointless, given that Network Rail don't operate passenger trains!
3	37859323	37858764	Cynic24	79	07 July 2014 10:06am	The fact that the first post is getting recommends shows that there are some clueless people out there! If you are going to criticise the railways (I do so fairly often), then at least read up on how they actually work! Criticising from from a position of complete ignorance won't gain you any credibility! Passenger trains are not operated by Network Rail (their remit is solely to maintain the railway infrastructure), therefore the ticket prices are nothing to do with them!
4	37860851	37859086	lindalusardi	33	07 July 2014 10:50am	silly me, of course I forgot that network rail provide their services to rail operators completely free and have nothing whatsoever to do with increasing ticket prices d'oh
5	37861582	37859323	martin77	9	07 July 2014 11:11am	OK so the lady made a mistake , calm down for Heavens sake.
6	37862703	37859086	Craig Axon	3	07 July 2014 11:42am	Average ticket prices are set by the government. The train company then as a leeway to increase or decrease the price from the average set. Ticket prices are determined not by distance, as such, but by the number of people travelling from one particular point to another and so forth. There's more to it but that's the gist of it. Also, most the money made by fares is invested back into the railway infrastructure, so it's a cycle. Only a small amount per £1 spent on a ticket goes to train company profits. Most goes to network rail, fuel, train maintenance, staff costs and so forth. It must also be noted that network rail is a not for profit company and many profits either get invested back into the railway or given to the government to find major projects like thameslink and crossrail. The railway is not very transparent which is the problem why most people vent their rage on train companies and network rail.
7	37863775	37861582	Beeron	1	07 July 2014 12:10pm	I wouldn't be too sure lindalusardi is a lady...
8	37867012	37858764	PrimitivePerson	3	07 July 2014 1:26pm	Network Rail don't have anything to do with ticket prices.
9	37868781	37860851	Cynic24	6	07 July 2014 2:05pm	Yes, silly you! The fact that operators pay a cost to Network Rail for track access is beside the point. NR's funding is all set by the government, and they (NR) have absolutely no say in ticket prices - those are set by the train operators within a framework of restrictions set by the government. If you want to complain about ticket prices (which is certainly a fair complaint in many cases) the people to complain to are the passenger operators and the government. To use another transport analogy, complaining to Network Rail about ticket prices would be like complaining to a dock company about the price of an electronic item which happened to be imported through their facilities.
10	37870749	37859323	Socialismaintdead	12	07 July 2014 2:57pm	Not really - it just shows how demented train privatisation is
11	37872719	37859323	C2H4n	2	07 July 2014 3:52pm	So as far as the TOCs are concerned, Network Rail operate in a vacuum & what it charges those companies for track space is not partly reflected in the fares charged?
12	37875011	37872719	Cynic24	1	07 July 2014 4:56pm	Only to the same extent that anything you buy will include its transport costs! But the original poster was suggesting complaining to Network Rail about ticket prices. A lot of people seem to have trouble understanding that this would be completely pointless as Network Rail have no influence over ticket prices. Is this really so difficult to understand?
13	37876421	37859323	mathnawi	6	07 July 2014 5:37pm	It is symptomatic of how ridiculously fractured our rail system is however. It isn't an unreasonable assumption to think the same company or institution was responsible for both fares and punctuality. Yesterday at St. Pancras I became alarmed when the last train to Canterbury didn't show on the national departure board - because I assumed that all national trains would be listed together for passenger convenience. But know separate companies had departures on desperate boards. Crazy. Choice is bullshit - passengers just want a reliable service. Bring back British Rail or something like it.
14	37879066	37859086	simonsays247	0	07 July 2014 7:06pm	Oh snap!
15	37879663	37862703	Snapshackle	1	07 July 2014 7:28pm	<blockquote>  Ticket prices are determined not by distance, as such, but by the number of people travelling from one particular point to another and so forth. </blockquote>  So, in,summary, ticket prices are designed to price people OFF trains.
16	37882522	37859323	ChineseDazza	2	07 July 2014 9:08pm	Don't be a smart arse mate. The point they're trying to make is that ticket price is more important then delays
17	37883577	37860851	Orthus	0	07 July 2014 9:47pm	Yet another moronic contribution from your good self.
18	37884084	37882522	Cynic24	0	07 July 2014 10:09pm	They are making it in the wrong place, then! How many times does it have to be repeated that Network Rail have no role in setting ticket prices? Some people seem incapable of understanding!
19	37858786		KeithClan	190	07 July 2014 9:50am	Don't we (the tax payers) own Network Rail? So how is fining ourselves going to help improve our disfunctional Railways? Nationalisation is the answer with rail prices aligned with those in most of Europe.
20	37858932	37858786	Deviant	23	07 July 2014 9:54am	Agree 100%.  The TOCs are hardly without fault, either. A bit of disaster recovery planning would do wonders.
21	37859667	37858786	hosede88	34	07 July 2014 10:16am	exactly - it is the directors who should be collectively fined - fat chance of that happening
22	37859715	37858786	thomo21	11	07 July 2014 10:17am	Yes we own it and it is more or less fully nationalised already with the process of brining their debts onto the Treasury's books being completed this September. This is not really the solution to any of the problems mentioned here though. The railway doesn't magically start working wonderfully just because someone else owns it. Fares have nothing to do with Network Rail or even much to do with private operators and are everything to do with the level of state support politicians or we as taxpayers are prepared to provide. It has been government policy for many years to reduce the burden on the taxpayer and we are now at the stage where passengers cover operational costs with the taxpayer paying for enhancements. Fining ourselves is somewhat ridiculous and the wifi roll-out is just a way of recycling money back into the industry in some way. At the root of the problem is a much busier railway than 20 years ago which makes it harder to recover from service disruption. British Rail heavily rationalised the network in the 60s, 70s and early 80s and we still live with the legacy of this. We've seen some attempt to fix this on East Coast with the new North Doncaster Chord and the Hitchin Flyover being completed recently. The latter was dreamt up at least 50 years ago. Great Western users are or soon will become aware of major improvements there too.
23	37860073	37859667	KallisteHill	15	07 July 2014 10:28am	Dock their pay - after all, it's what IDS does to the unemployed, and "we're all in it together"!
24	37860307	37858786	lierbag	9	07 July 2014 10:35am	It's hardly a 'slap' fining a company £50m, when it gets an annual public subsidy of £2.9bn.
25	37866120	37858786	Tim Eslip	20	07 July 2014 1:07pm	The fine is a way of withdrawing public funds funds from a public service so that it begins to fail and then privatisation can be presented as the only solution.
26	37868124	37859715	Speenhamland	15	07 July 2014 1:51pm	The rationalisation of BR in the 60s, 70s was part of the 'Modernisation of British Rail' programme under Super Mac's Conservative Govt (Marples/Dr Beeching). Any 'cuts' undertaken in the 1980s was due, almost entirely, to rail subsidy cuts by the Thatcher Government. Cuts designed to undermine BR, in an attempt to make future privatisation more attractive to the public. At one point BR even had to ask the Treasury for emergency funding to pay for the fuel for its diesel locomotives.I have a suspicion that, decades later, those who worship a similiar political icon may be considering that catch-all answer to every ill, infrastructure privatisation. Trouble is, some of us have vivid memories of what happened under Railtrack.
27	37868910	37866120	Cynic24	12	07 July 2014 2:09pm	They tried that before with the railway infrastructure. The privatised operator, Railtrack, was such an unmitigated disaster that it had to be renationalised!
28	37871367	37858786	printerink	2	07 July 2014 3:13pm	Stafford hospital is nationalised and it didn't stop all those deaths. The BBC is nationalised and it didn't stop Savile. And of course those organisations have not been fined £53 million either, even though deaths and child sex abuse are a bit more serious than late trains.
29	37872566	37871367	C2H4n	12	07 July 2014 3:48pm	Stafford hospital is nationalised and it didn't stop all those deaths. All those deaths? Haven't you been keeping up with this? The independent report scotched the Daily Mail's scaremongering report, still if it doesn't fit with your prejudices I don't suppose you will want to be convinced.
30	37878419	37858786	Bluestone	2	07 July 2014 6:43pm	Fining a public body who's ability to do a good job is dependent (partly) on how much money they have to do it, is counter-productive. Individuals in that public body are relatively uneffected by such fines, so it leaves me wondering exactly in what way is the fine supposed to induce greater effectiveness? But then I'd hardly be the first to question the intelligence of regulators or the people who set them and the mechanisms they operate with, up.
31	37883645	37872566	Orthus	3	07 July 2014 9:50pm	Wasting your time, I'm afraid. @printerink posts bollocks and will continue to do so, never reads replies.
32	37896810	37883645	C2H4n	0	08 July 2014 9:52am	(S)he certainly seems to have no desire to debate the matter!
33	37858937		C2H4n	17	07 July 2014 9:54am	So up go the fares again? I don't see them paying out of their profits, they'll just pass that on to the TOCs, who will pass it on to passengers.
34	37868947	37858937	Cynic24	9	07 July 2014 2:10pm	Network Rail are a non-profit public body, so they don't have any profits. Any income either gets ploughed back in to the rail network or goes to the government.
35	37872413	37868947	C2H4n	7	07 July 2014 3:43pm	Network Rail are a non-profit public body, so they don't have any profits. Any income either gets ploughed back in to the rail network or goes to the government. No, in fact Network Rail is set up as a "not for dividend" private company limited by guarantee; not a non profit making company!
36	37874870	37872413	Cynic24	5	07 July 2014 4:52pm	Technically, yes - but the effect is the same - it was only done like this to keep the debt off the public accounts! It changes in September anyway, when it officially becomes a public body.
37	37877269	37872413	LabourStoleMyCash	3	07 July 2014 6:03pm	<blockquote>  No, in fact Network Rail is set up as a "not for dividend" private company limited by guarantee; not a non profit making company! </blockquote>  Its a public company. The "private" bit is a deliberate lie. Theres nothing private about it. The taxpayer owns it. The fine is meaningless, as it must get it back in public subsidy, or it ceases to function.
38	37897091	37874870	C2H4n	0	08 July 2014 9:59am	Technically, yes - but the effect is the same - it was only done like this to keep the debt off the public accounts!  We can certainly agree on that. It changes in September anyway, when it officially becomes a public body. Not having kept up to speed on the matter I didn't know that, thanks for the info. Interesting I wonder how that squares with the usual coalition view private = good, public = bad.
39	37897193	37877269	C2H4n	0	08 July 2014 10:02am	The fine is meaningless, as it must get it back in public subsidy, or it ceases to function. Yes I think we can all agree that!
40	37899556	37897091	Cynic24	0	08 July 2014 11:07am	I believe it was the Office of National Statistics which made the decision to reclassify it. As regards the coalition view, the suspicious among us might think that it suits them as NR being fully a part of the civil service will make it easier for them to grind it down and cut funding, leading to performance issues which they could then use as an excuse to try flogging it off again.
